1,2,3,4,5,6,7,8,9,10,11,12,13
1,34,27,10,10,14,10,13,12,8,10,4,0
13,34,27,10,10,14,10,13,12,8,10,4,0
16,34,27,10,10,14,10,13,12,8,10,4,0
18,39,27,10,10,14,10,13,12,8,10,4,0
3,41,27,10,10,14,10,13,12,8,10,4,0
19,45,27,10,10,14,10,13,12,8,10,4,0
4,46,27,10,10,14,10,13,12,8,10,4,0
7,55,27,10,10,14,10,13,12,8,10,4,0
12,57,27,10,10,14,10,13,12,8,10,4,0
25,63,27,10,10,14,10,13,12,8,10,4,0
17,65,27,10,10,14,10,13,12,8,10,4,0
28,66,27,10,10,14,10,13,12,8,10,4,0
20,67,27,10,10,14,10,13,12,8,10,4,0
8,111,27,10,10,14,10,13,12,8,10,4,0
14,112,27,10,10,14,10,13,12,8,10,4,0
9,114,27,10,10,14,10,13,12,8,10,4,0
22,119,27,10,10,14,10,13,12,8,10,4,0
6,0,20,9,9,12,9,11,9,9,10,4,0
21,16,20,9,9,12,9,11,9,9,10,4,0
16,39,20,9,9,12,9,11,9,9,10,4,0
4,58,20,9,9,12,9,11,9,9,10,4,0
23,61,20,9,9,12,9,11,9,9,10,4,0
28,70,20,9,9,12,9,11,9,9,10,4,0
26,76,20,9,9,12,9,11,9,9,10,4,0
5,77,20,9,9,12,9,11,9,9,10,4,0
24,81,20,9,9,12,9,11,9,9,10,4,0
3,84,20,9,9,12,9,11,9,9,10,4,0
13,85,20,9,9,12,9,11,9,9,10,4,0
22,85,20,9,9,12,9,11,9,9,10,4,0
12,86,20,9,9,12,9,11,9,9,10,4,0
30,86,20,9,9,12,9,11,9,9,10,4,0
29,87,20,9,9,12,9,11,9,9,10,4,0
11,88,20,9,9,12,9,11,9,9,10,4,0
2,90,20,9,9,12,9,11,9,9,10,4,0
9,90,20,9,9,12,9,11,9,9,10,4,0
27,91,20,9,9,12,9,11,9,9,10,4,0
1,92,20,9,9,12,9,11,9,9,10,4,0
8,92,20,9,9,12,9,11,9,9,10,4,0
10,92,20,9,9,12,9,11,9,9,10,4,0
25,92,20,9,9,12,9,11,9,9,10,4,0
15,95,20,9,9,12,9,11,9,9,10,4,0
19,95,20,9,9,12,9,11,9,9,10,4,0
14,98,20,9,9,12,9,11,9,9,10,4,0
17,99,20,9,9,12,9,11,9,9,10,4,0
20,104,20,9,9,12,9,11,9,9,10,4,0
0,105,20,9,9,12,9,11,9,9,10,4,0
7,105,20,9,9,12,9,11,9,9,10,4,0
18,105,20,9,9,12,9,11,9,9,10,4,0
4,30,5,16,16,10,16,5,3,10,10,4,0
23,61,5,16,16,10,16,5,3,10,10,4,0
20,70,5,16,16,10,16,5,3,10,10,4,0
28,70,5,16,16,10,16,5,3,10,10,4,0
1,75,5,16,16,10,16,5,3,10,10,4,0
26,76,5,16,16,10,16,5,3,10,10,4,0
5,77,5,16,16,10,16,5,3,10,10,4,0
0,81,5,16,16,10,16,5,3,10,10,4,0
3,84,5,16,16,10,16,5,3,10,10,4,0
13,84,5,16,16,10,16,5,3,10,10,4,0
21,85,5,16,16,10,16,5,3,10,10,4,0
22,85,5,16,16,10,16,5,3,10,10,4,0
12,86,5,16,16,10,16,5,3,10,10,4,0
19,89,5,16,16,10,16,5,3,10,10,4,0
2,90,5,16,16,10,16,5,3,10,10,4,0
9,90,5,16,16,10,16,5,3,10,10,4,0
27,91,5,16,16,10,16,5,3,10,10,4,0
6,92,5,16,16,10,16,5,3,10,10,4,0
8,92,5,16,16,10,16,5,3,10,10,4,0
25,92,5,16,16,10,16,5,3,10,10,4,0
15,95,5,16,16,10,16,5,3,10,10,4,0
18,95,5,16,16,10,16,5,3,10,10,4,0
10,98,5,16,16,10,16,5,3,10,10,4,0
14,103,5,16,16,10,16,5,3,10,10,4,0
7,105,5,16,16,10,16,5,3,10,10,4,0
29,105,5,16,16,10,16,5,3,10,10,4,0
30,108,5,16,16,10,16,5,3,10,10,4,0
11,110,5,16,16,10,16,5,3,10,10,4,0
9,2,1,17,17,17,17,6,4,11,10,4,0
4,9,1,17,17,17,17,6,4,11,10,4,0
24,9,1,17,17,17,17,6,4,11,10,4,0
10,11,1,17,17,17,17,6,4,11,10,4,0
5,20,1,17,17,17,17,6,4,11,10,4,0
30,22,1,17,17,17,17,6,4,11,10,4,0
22,23,1,17,17,17,17,6,4,11,10,4,0
2,24,1,17,17,17,17,6,4,11,10,4,0
27,26,1,17,17,17,17,6,4,11,10,4,0
0,27,1,17,17,17,17,6,4,11,10,4,0
18,28,1,17,17,17,17,6,4,11,10,4,0
1,30,1,17,17,17,17,6,4,11,10,4,0
20,31,1,17,17,17,17,6,4,11,10,4,0
3,33,1,17,17,17,17,6,4,11,10,4,0
28,33,1,17,17,17,17,6,4,11,10,4,0
8,34,1,17,17,17,17,6,4,11,10,4,0
6,38,1,17,17,17,17,6,4,11,10,4,0
23,38,1,17,17,17,17,6,4,11,10,4,0
14,39,1,17,17,17,17,6,4,11,10,4,0
19,39,1,17,17,17,17,6,4,11,10,4,0
29,41,1,17,17,17,17,6,4,11,10,4,0
7,43,1,17,17,17,17,6,4,11,10,4,0
15,48,1,17,17,17,17,6,4,11,10,4,0
26,52,1,17,17,17,17,6,4,11,10,4,0
12,55,1,17,17,17,17,6,4,11,10,4,0
13,57,1,17,17,17,17,6,4,11,10,4,0
21,60,1,17,17,17,17,6,4,11,10,4,0
11,62,1,17,17,17,17,6,4,11,10,4,0
17,68,1,17,17,17,17,6,4,11,10,4,0
16,114,1,17,17,17,17,6,4,11,10,4,0
25,117,1,17,17,17,17,6,4,11,10,4,0
12,16,0,12,12,13,12,7,5,12,10,4,0
15,31,0,12,12,13,12,7,5,12,10,4,0
18,31,0,12,12,13,12,7,5,12,10,4,0
24,32,0,12,12,13,12,7,5,12,10,4,0
21,36,0,12,12,13,12,7,5,12,10,4,0
23,39,0,12,12,13,12,7,5,12,10,4,0
20,41,0,12,12,13,12,7,5,12,10,4,0
6,44,0,12,12,13,12,7,5,12,10,4,0
16,52,0,12,12,13,12,7,5,12,10,4,0
5,55,0,12,12,13,12,7,5,12,10,4,0
7,55,0,12,12,13,12,7,5,12,10,4,0
17,55,0,12,12,13,12,7,5,12,10,4,0
10,60,0,12,12,13,12,7,5,12,10,4,0
8,65,0,12,12,13,12,7,5,12,10,4,0
19,65,0,12,12,13,12,7,5,12,10,4,0
4,68,0,12,12,13,12,7,5,12,10,4,0
14,68,0,12,12,13,12,7,5,12,10,4,0
13,112,0,12,12,13,12,7,5,12,10,4,0
9,116,0,12,12,13,12,7,5,12,10,4,0
9,7,4,8,8,11,8,0,10,13,10,4,0
14,8,4,8,8,11,8,0,10,13,10,4,0
20,9,4,8,8,11,8,0,10,13,10,4,0
17,11,4,8,8,11,8,0,10,13,10,4,0
7,13,4,8,8,11,8,0,10,13,10,4,0
11,14,4,8,8,11,8,0,10,13,10,4,0
26,15,4,8,8,11,8,0,10,13,10,4,0
27,20,4,8,8,11,8,0,10,13,10,4,0
25,23,4,8,8,11,8,0,10,13,10,4,0
3,24,4,8,8,11,8,0,10,13,10,4,0
2,29,4,8,8,11,8,0,10,13,10,4,0
1,30,4,8,8,11,8,0,10,13,10,4,0
5,30,4,8,8,11,8,0,10,13,10,4,0
13,33,4,8,8,11,8,0,10,13,10,4,0
24,34,4,8,8,11,8,0,10,13,10,4,0
15,39,4,8,8,11,8,0,10,13,10,4,0
19,39,4,8,8,11,8,0,10,13,10,4,0
18,41,4,8,8,11,8,0,10,13,10,4,0
4,43,4,8,8,11,8,0,10,13,10,4,0
6,43,4,8,8,11,8,0,10,13,10,4,0
16,52,4,8,8,11,8,0,10,13,10,4,0
0,59,4,8,8,11,8,0,10,13,10,4,0
10,62,4,8,8,11,8,0,10,13,10,4,0
23,62,4,8,8,11,8,0,10,13,10,4,0
8,65,4,8,8,11,8,0,10,13,10,4,0
30,65,4,8,8,11,8,0,10,13,10,4,0
12,68,4,8,8,11,8,0,10,13,10,4,0
28,68,4,8,8,11,8,0,10,13,10,4,0
29,113,4,8,8,11,8,0,10,13,10,4,0
21,116,4,8,8,11,8,0,10,13,10,4,0
22,121,4,8,8,11,8,0,10,13,10,4,0
0,31,22,8,8,11,8,0,10,13,10,4,0
6,2,17,13,13,6,13,2,0,5,6,9,1
21,7,17,13,13,6,13,2,0,5,6,9,1
12,10,17,13,13,6,13,2,0,5,6,9,1
24,13,17,13,13,6,13,2,0,5,6,9,1
17,14,17,13,13,6,13,2,0,5,6,9,1
27,14,17,13,13,6,13,2,0,5,6,9,1
11,15,17,13,13,6,13,2,0,5,6,9,1
16,15,17,13,13,6,13,2,0,5,6,9,1
7,16,17,13,13,6,13,2,0,5,6,9,1
5,17,17,13,13,6,13,2,0,5,6,9,1
13,21,17,13,13,6,13,2,0,5,6,9,1
18,25,17,13,13,6,13,2,0,5,6,9,1
14,26,17,13,13,6,13,2,0,5,6,9,1
3,28,17,13,13,6,13,2,0,5,6,9,1
23,30,17,13,13,6,13,2,0,5,6,9,1
30,33,17,13,13,6,13,2,0,5,6,9,1
25,34,17,13,13,6,13,2,0,5,6,9,1
28,35,17,13,13,6,13,2,0,5,6,9,1
20,36,17,13,13,6,13,2,0,5,6,9,1
8,38,17,13,13,6,13,2,0,5,6,9,1
19,44,17,13,13,6,13,2,0,5,6,9,1
10,45,17,13,13,6,13,2,0,5,6,9,1
2,46,17,13,13,6,13,2,0,5,6,9,1
9,51,17,13,13,6,13,2,0,5,6,9,1
29,56,17,13,13,6,13,2,0,5,6,9,1
4,61,17,13,13,6,13,2,0,5,6,9,1
1,65,17,13,13,6,13,2,0,5,6,9,1
26,66,17,13,13,6,13,2,0,5,6,9,1
22,86,17,13,13,6,13,2,0,5,6,9,1
15,116,17,13,13,6,13,2,0,5,6,9,1
0,119,17,13,13,6,13,2,0,5,6,9,1
19,28,19,13,13,6,13,2,0,5,4,6,2
18,30,19,13,13,6,13,2,0,5,4,6,2
5,44,19,13,13,6,13,2,0,5,4,6,2
28,74,19,13,13,6,13,2,0,5,4,6,2
2,81,19,13,13,6,13,2,0,5,4,6,2
9,82,19,13,13,6,13,2,0,5,4,6,2
26,87,19,13,13,6,13,2,0,5,4,6,2
13,91,19,13,13,6,13,2,0,5,4,6,2
22,92,19,13,13,6,13,2,0,5,4,6,2
20,93,19,13,13,6,13,2,0,5,4,6,2
10,94,19,13,13,6,13,2,0,5,4,6,2
3,98,19,13,13,6,13,2,0,5,4,6,2
1,99,19,13,13,6,13,2,0,5,4,6,2
27,99,19,13,13,6,13,2,0,5,4,6,2
4,105,19,13,13,6,13,2,0,5,4,6,2
8,105,19,13,13,6,13,2,0,5,4,6,2
12,105,19,13,13,6,13,2,0,5,4,6,2
25,110,19,13,13,6,13,2,0,5,4,6,2
5,4,29,13,13,6,13,2,0,5,14,15,2
10,12,29,13,13,6,13,2,0,5,14,15,2
25,12,29,13,13,6,13,2,0,5,14,15,2
19,13,29,13,13,6,13,2,0,5,14,15,2
18,15,29,13,13,6,13,2,0,5,14,15,2
9,23,29,13,13,6,13,2,0,5,14,15,2
12,23,29,13,13,6,13,2,0,5,14,15,2
24,25,29,13,13,6,13,2,0,5,14,15,2
7,26,29,13,13,6,13,2,0,5,14,15,2
3,31,29,13,13,6,13,2,0,5,14,15,2
4,35,29,13,13,6,13,2,0,5,14,15,2
2,38,29,13,13,6,13,2,0,5,14,15,2
30,40,29,13,13,6,13,2,0,5,14,15,2
15,41,29,13,13,6,13,2,0,5,14,15,2
17,41,29,13,13,6,13,2,0,5,14,15,2
27,44,29,13,13,6,13,2,0,5,14,15,2
1,46,29,13,13,6,13,2,0,5,14,15,2
8,52,29,13,13,6,13,2,0,5,14,15,2
13,55,29,13,13,6,13,2,0,5,14,15,2
16,56,29,13,13,6,13,2,0,5,14,15,2
26,59,29,13,13,6,13,2,0,5,14,15,2
11,63,29,13,13,6,13,2,0,5,14,15,2
23,67,29,13,13,6,13,2,0,5,14,15,2
28,75,29,13,13,6,13,2,0,5,14,15,2
20,116,29,13,13,6,13,2,0,5,14,15,2
22,120,29,13,13,6,13,2,0,5,14,15,2
6,25,7,13,13,6,13,2,0,5,8,10,3
13,25,7,13,13,6,13,2,0,5,8,10,3
5,43,7,13,13,6,13,2,0,5,8,10,3
11,66,7,13,13,6,13,2,0,5,8,10,3
23,67,7,13,13,6,13,2,0,5,8,10,3
21,70,7,13,13,6,13,2,0,5,8,10,3
22,73,7,13,13,6,13,2,0,5,8,10,3
0,75,7,13,13,6,13,2,0,5,8,10,3
14,75,7,13,13,6,13,2,0,5,8,10,3
29,76,7,13,13,6,13,2,0,5,8,10,3
3,79,7,13,13,6,13,2,0,5,8,10,3
18,80,7,13,13,6,13,2,0,5,8,10,3
12,84,7,13,13,6,13,2,0,5,8,10,3
19,85,7,13,13,6,13,2,0,5,8,10,3
20,85,7,13,13,6,13,2,0,5,8,10,3
10,90,7,13,13,6,13,2,0,5,8,10,3
4,92,7,13,13,6,13,2,0,5,8,10,3
2,94,7,13,13,6,13,2,0,5,8,10,3
8,95,7,13,13,6,13,2,0,5,8,10,3
9,95,7,13,13,6,13,2,0,5,8,10,3
27,98,7,13,13,6,13,2,0,5,8,10,3
25,100,7,13,13,6,13,2,0,5,8,10,3
28,101,7,13,13,6,13,2,0,5,8,10,3
30,105,7,13,13,6,13,2,0,5,8,10,3
1,108,7,13,13,6,13,2,0,5,8,10,3
26,108,7,13,13,6,13,2,0,5,8,10,3
15,110,7,13,13,6,13,2,0,5,8,10,3
7,111,7,13,13,6,13,2,0,5,8,10,3
0,9,10,7,7,9,7,8,6,1,2,3,4
10,10,10,7,7,9,7,8,6,1,2,3,4
30,10,10,7,7,9,7,8,6,1,2,3,4
3,13,10,7,7,9,7,8,6,1,2,3,4
7,15,10,7,7,9,7,8,6,1,2,3,4
5,20,10,7,7,9,7,8,6,1,2,3,4
24,21,10,7,7,9,7,8,6,1,2,3,4
9,22,10,7,7,9,7,8,6,1,2,3,4
11,22,10,7,7,9,7,8,6,1,2,3,4
27,23,10,7,7,9,7,8,6,1,2,3,4
29,24,10,7,7,9,7,8,6,1,2,3,4
21,25,10,7,7,9,7,8,6,1,2,3,4
4,29,10,7,7,9,7,8,6,1,2,3,4
6,30,10,7,7,9,7,8,6,1,2,3,4
17,30,10,7,7,9,7,8,6,1,2,3,4
23,30,10,7,7,9,7,8,6,1,2,3,4
28,32,10,7,7,9,7,8,6,1,2,3,4
22,36,10,7,7,9,7,8,6,1,2,3,4
8,37,10,7,7,9,7,8,6,1,2,3,4
16,38,10,7,7,9,7,8,6,1,2,3,4
2,43,10,7,7,9,7,8,6,1,2,3,4
13,44,10,7,7,9,7,8,6,1,2,3,4
26,44,10,7,7,9,7,8,6,1,2,3,4
12,55,10,7,7,9,7,8,6,1,2,3,4
19,57,10,7,7,9,7,8,6,1,2,3,4
1,66,10,7,7,9,7,8,6,1,2,3,4
18,67,10,7,7,9,7,8,6,1,2,3,4
14,69,10,7,7,9,7,8,6,1,2,3,4
25,117,10,7,7,9,7,8,6,1,2,3,4
20,119,10,7,7,9,7,8,6,1,2,3,4
15,121,10,7,7,9,7,8,6,1,2,3,4
20,29,14,13,13,6,13,2,0,5,0,1,5
1,33,14,13,13,6,13,2,0,5,0,1,5
2,70,14,13,13,6,13,2,0,5,0,1,5
30,71,14,13,13,6,13,2,0,5,0,1,5
10,75,14,13,13,6,13,2,0,5,0,1,5
14,76,14,13,13,6,13,2,0,5,0,1,5
11,79,14,13,13,6,13,2,0,5,0,1,5
23,79,14,13,13,6,13,2,0,5,0,1,5
25,79,14,13,13,6,13,2,0,5,0,1,5
4,80,14,13,13,6,13,2,0,5,0,1,5
5,85,14,13,13,6,13,2,0,5,0,1,5
6,85,14,13,13,6,13,2,0,5,0,1,5
15,85,14,13,13,6,13,2,0,5,0,1,5
0,86,14,13,13,6,13,2,0,5,0,1,5
27,87,14,13,13,6,13,2,0,5,0,1,5
