0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
386,366,0,28,342,926,0,536,0,75,2,506,705,0,564,0,197,203,0
385,342,0,880,940,762,0,463,0,75,2,552,762,0,677,700,197,203,0
210,283,0,886,150,736,0,281,0,75,2,148,556,0,948,0,197,215,0
410,178,0,248,683,316,0,631,0,75,2,149,179,0,445,0,0,216,0
412,194,0,590,208,261,0,631,0,75,2,150,341,0,481,0,0,216,0
430,457,0,855,0,244,0,799,604,75,2,405,506,0,516,0,0,216,0
401,22,0,968,728,185,0,99,0,75,2,396,901,0,75,0,197,216,0
400,21,0,701,295,185,0,631,0,75,2,772,901,0,75,0,197,216,0
402,62,0,974,573,500,0,99,604,75,2,308,901,0,90,0,197,216,0
405,108,0,753,753,902,0,99,604,75,2,669,901,0,90,0,197,216,0
403,71,0,415,0,575,0,99,604,75,2,967,401,0,275,0,197,216,0
425,399,0,549,0,135,0,859,0,75,2,6,34,0,371,0,197,216,0
420,331,0,491,463,783,955,417,604,75,2,133,611,0,396,0,197,216,0
417,287,0,771,502,856,955,536,604,75,2,930,611,0,396,0,197,216,0
411,180,0,323,516,939,0,971,604,75,2,737,729,0,417,0,197,216,0
416,284,0,934,306,584,0,463,0,75,2,671,179,0,445,0,197,216,0
409,175,0,656,885,679,0,463,0,75,2,58,399,0,508,0,197,216,0
429,449,0,510,516,174,0,631,0,75,2,519,705,0,564,0,197,216,0
414,258,0,656,564,990,0,536,0,75,2,121,837,0,593,0,197,216,0
431,462,973,432,342,667,0,0,0,75,2,325,166,0,645,0,197,216,0
424,379,0,541,0,28,0,631,604,75,2,505,166,0,645,0,197,216,0
419,303,0,755,396,693,0,463,604,75,2,762,166,0,645,0,197,216,0
428,438,0,900,572,913,0,631,0,75,2,43,563,0,730,0,197,216,0
406,130,0,347,549,986,0,799,0,75,2,987,627,0,733,0,197,216,0
422,362,0,945,376,500,0,971,0,75,2,381,658,0,742,0,197,216,0
399,2,0,96,150,71,0,729,604,75,2,330,38,0,175,612,197,216,0
427,421,0,105,0,591,0,799,0,75,2,418,38,0,175,612,197,216,0
421,337,0,301,0,305,0,859,604,75,2,596,38,0,175,612,197,216,0
408,159,0,184,743,396,0,631,0,75,2,18,435,0,873,724,197,216,0
418,289,0,529,294,105,0,463,0,75,2,484,435,0,867,727,197,216,0
407,154,0,487,993,370,0,536,604,75,2,943,770,0,358,841,197,216,0
404,89,0,656,976,941,0,536,0,75,2,305,359,0,261,862,197,216,0
415,278,0,487,429,528,0,415,604,75,2,902,658,0,742,883,197,216,0
432,484,0,625,432,784,0,536,0,75,2,851,658,0,742,891,197,216,0
426,412,0,940,961,584,0,463,0,75,2,322,792,0,758,900,197,216,0
423,363,0,580,0,219,0,920,0,75,2,712,611,0,396,996,197,216,0
413,216,0,949,342,37,0,99,604,75,2,969,901,0,56,0,976,216,0
490,193,0,236,0,396,0,920,0,75,2,520,506,0,516,0,0,293,0
486,77,0,790,463,631,0,729,604,75,2,104,484,0,19,0,197,293,0
488,107,0,736,0,901,0,99,0,75,2,860,484,0,19,0,197,293,0
493,458,973,701,234,312,0,99,0,75,2,188,738,0,37,0,197,293,0
484,26,0,656,501,250,0,729,0,75,2,677,901,0,90,0,197,293,0
489,150,0,995,607,613,0,729,0,75,2,458,563,0,730,0,197,293,0
492,444,0,656,535,975,0,432,0,75,2,379,792,0,758,0,197,293,0
485,74,0,760,0,748,0,631,0,75,2,889,530,0,323,612,197,293,0
487,84,0,510,963,877,0,536,0,75,2,973,38,0,123,681,197,293,0
491,361,0,475,532,743,0,920,604,75,2,657,530,0,323,851,197,293,0
483,7,0,219,829,90,0,536,0,75,2,626,223,0,210,869,197,293,0
528,463,0,31,940,190,0,446,0,75,2,620,341,0,481,0,0,318,0
519,162,0,895,683,72,0,971,0,75,2,406,837,0,593,787,0,318,0
509,23,0,42,622,192,0,457,0,75,2,608,152,0,4,0,197,318,0
512,45,0,0,573,431,0,99,604,75,2,982,152,0,4,0,197,318,0
511,42,0,185,830,415,0,463,0,75,2,859,484,0,19,0,197,318,0
515,80,0,419,728,651,0,99,0,75,2,572,639,0,28,0,197,318,0
516,103,0,688,781,842,0,463,0,75,949,814,901,0,56,0,197,318,0
517,117,0,74,573,997,0,99,0,75,2,716,401,0,275,0,197,318,0
520,197,0,413,240,246,0,799,604,75,2,871,1,0,638,0,197,318,0
518,131,0,342,638,401,0,536,0,75,2,953,501,0,723,0,197,318,0
521,202,0,722,826,754,0,31,0,75,2,891,38,0,123,612,197,318,0
510,33,0,296,535,418,0,859,0,75,2,965,38,0,123,612,197,318,0
514,63,0,858,418,615,0,0,0,75,2,185,530,0,323,612,197,318,0
524,319,0,974,335,213,0,631,604,75,2,663,38,0,175,676,197,318,0
527,447,0,311,747,10,0,729,0,75,2,481,298,0,229,690,197,318,0
522,279,0,185,878,869,0,859,0,75,2,950,435,0,873,736,197,318,0
523,296,0,66,226,886,0,463,0,75,2,320,298,0,229,808,197,318,0
529,483,0,225,303,385,0,859,0,75,2,256,38,0,123,822,197,318,0
513,46,0,601,516,431,0,859,0,75,2,982,152,0,4,836,197,318,0
526,388,0,45,635,531,0,415,0,0,2,722,658,0,742,897,197,318,0
525,370,0,693,809,849,0,971,604,75,2,164,38,0,175,674,976,318,0
75,232,0,449,983,87,955,206,604,75,2,674,38,0,175,0,197,364,0
561,252,0,734,0,405,0,799,0,75,2,577,506,0,516,0,0,365,0
562,280,0,286,396,228,0,0,0,75,2,751,837,0,593,0,0,365,0
558,138,0,590,648,739,0,99,0,75,2,297,484,0,19,0,197,365,0
563,334,973,432,240,128,0,99,0,75,2,802,901,0,70,0,197,365,0
565,489,0,306,0,187,0,78,0,75,2,0,280,0,471,0,197,365,0
567,501,0,858,268,161,0,426,0,0,2,522,9,0,713,0,197,365,0
560,199,0,487,513,139,0,536,604,75,2,864,792,0,758,0,197,365,0
557,51,0,999,980,551,0,536,0,75,2,331,38,0,123,612,197,365,0
556,38,0,283,607,469,0,729,0,75,2,768,38,0,123,688,197,365,0
566,495,0,582,306,788,0,536,604,75,2,845,770,0,358,843,197,365,0
564,380,0,327,507,430,955,457,604,75,2,543,792,0,758,901,197,365,0
559,151,0,302,748,487,0,631,0,75,2,718,563,0,730,904,963,365,0
599,143,0,170,789,62,0,463,604,75,2,933,611,0,396,0,0,398,0
610,409,0,523,396,983,0,68,604,75,2,82,356,0,494,0,0,398,0
608,345,0,21,516,350,0,859,0,75,2,233,746,0,577,0,0,398,0
601,170,0,701,396,366,0,47,0,75,2,754,746,0,577,0,0,398,0
604,246,0,548,0,869,0,95,604,75,2,455,837,0,593,0,0,398,0
607,330,0,481,750,584,0,463,0,75,2,755,986,0,626,0,0,398,0
594,69,973,728,463,551,0,99,0,75,2,895,24,0,2,0,197,398,0
595,78,0,365,728,635,0,99,0,75,2,984,791,0,38,0,197,398,0
596,110,973,431,728,923,0,729,0,75,2,571,901,0,56,0,197,398,0
591,48,973,771,759,435,0,99,0,75,2,576,901,0,56,0,197,398,0
589,6,0,757,573,70,0,729,604,75,949,841,901,0,75,0,197,398,0
593,64,0,868,342,527,0,99,604,75,2,142,901,0,90,0,197,398,0
597,111,0,908,573,925,0,799,604,75,2,206,901,0,90,0,197,398,0
592,57,0,148,0,500,0,631,604,75,2,423,901,0,90,0,197,398,0
590,47,973,209,743,433,0,99,0,75,2,513,901,0,90,0,197,398,0
612,442,0,566,306,851,0,0,0,75,2,588,194,0,378,0,197,398,0
605,297,0,133,240,229,0,463,0,75,2,224,705,0,564,0,197,398,0
611,417,0,868,342,620,0,859,604,75,2,152,166,0,645,0,197,398,0
609,377,0,590,495,718,0,920,0,75,2,970,792,0,758,0,197,398,0
600,168,0,656,291,788,0,729,0,75,2,530,38,0,123,612,197,398,0
598,136,0,73,717,642,0,0,0,75,2,228,38,0,123,692,197,398,0
602,172,0,645,0,778,0,463,604,75,2,682,464,0,911,754,197,398,0
603,237,0,536,377,902,0,446,604,75,2,440,658,0,742,885,197,398,0
606,311,0,113,648,674,0,631,0,75,2,69,782,0,422,974,197,398,0
135,262,0,146,509,154,955,323,604,75,2,800,291,0,660,0,0,437,0
637,301,0,644,0,693,0,729,0,75,2,477,392,0,504,0,0,438,0
650,466,0,432,789,3,0,99,604,75,2,956,506,0,516,0,0,438,0
634,165,0,567,0,399,955,536,604,75,2,589,605,0,535,0,0,438,0
648,410,0,256,0,710,0,536,0,75,2,879,691,0,552,0,0,438,0
638,302,0,565,499,178,0,536,604,75,2,885,275,0,466,748,0,438,0
629,27,0,583,240,251,0,463,0,75,949,681,901,0,90,0,197,438,0
639,308,0,58,298,399,0,729,604,75,2,166,166,0,645,0,197,438,0
649,451,0,218,0,405,0,920,604,75,2,21,873,0,685,0,197,438,0
632,149,0,562,0,935,0,413,0,75,2,42,873,0,685,0,197,438,0
636,259,0,652,789,334,0,413,0,75,2,296,873,0,685,0,197,438,0
642,373,0,149,240,385,955,422,604,75,2,870,873,0,685,0,197,438,0
633,156,0,775,0,740,0,631,0,75,2,875,873,0,685,0,197,438,0
643,383,0,320,885,233,955,446,604,75,2,876,873,0,685,0,197,438,0
652,487,0,934,759,245,0,536,0,75,2,1,792,0,758,0,197,438,0
630,37,0,35,232,454,0,536,604,75,2,687,38,0,175,612,197,438,0
640,350,0,130,372,374,0,729,604,75,2,873,292,0,223,612,197,438,0
631,65,0,637,700,633,0,859,0,75,2,597,38,0,123,673,197,438,0
641,358,973,118,603,184,0,631,0,75,949,752,15,0,439,706,197,438,0
647,403,0,812,0,830,0,859,604,75,2,532,435,0,873,729,197,438,0
646,398,0,491,384,327,0,799,604,75,2,661,38,0,175,875,197,438,0
653,505,0,503,165,5,955,799,604,75,2,940,38,0,175,879,197,438,0
645,393,0,176,0,487,0,426,604,75,2,759,9,0,713,880,197,438,0
644,387,0,716,324,309,0,78,0,75,2,349,611,0,396,995,197,438,0
635,257,0,157,825,671,0,422,0,75,2,341,792,0,758,0,963,438,0
651,486,0,731,516,659,0,631,0,75,2,962,34,0,371,0,976,438,0
719,320,0,872,188,322,0,729,0,75,2,38,392,0,504,0,0,484,0
710,255,0,926,0,921,0,631,0,75,2,721,506,0,516,0,0,484,0
717,312,0,645,188,638,0,47,0,0,2,294,584,0,530,0,0,484,0
707,213,0,69,0,10,0,799,0,75,2,777,691,0,552,0,0,484,0
706,207,0,286,648,452,0,446,0,75,2,316,837,0,593,0,0,484,0
726,369,0,570,460,638,0,631,0,75,2,741,385,0,496,741,0,484,0
684,43,0,491,648,426,955,99,604,75,2,849,24,0,2,0,197,484,0
679,1,0,939,0,55,0,729,604,75,2,590,639,0,28,0,197,484,0
694,99,973,96,463,818,0,99,0,75,2,936,639,0,28,0,197,484,0
687,55,0,432,276,466,0,99,604,75,2,858,901,0,39,0,197,484,0
680,24,0,612,864,214,0,99,0,75,2,346,901,0,45,0,197,484,0
690,86,973,317,342,728,0,799,0,75,2,315,901,0,56,0,197,484,0
709,247,973,611,463,440,0,99,0,75,2,114,901,0,75,0,197,484,0
696,105,0,18,0,847,0,729,0,75,949,334,901,0,105,0,197,484,0
693,96,0,843,0,799,0,463,604,75,2,371,901,0,105,0,197,484,0
692,95,973,795,573,797,0,99,0,75,2,979,901,0,105,0,197,484,0
712,268,0,39,721,790,0,631,0,75,2,178,38,0,123,0,197,484,0
697,112,0,784,728,929,0,99,0,75,2,110,401,0,275,0,197,484,0
703,166,0,736,728,581,0,99,0,75,2,886,401,0,275,0,197,484,0
714,277,0,719,540,10,0,457,604,75,2,437,194,0,378,0,197,484,0
727,392,0,520,306,4,0,31,0,75,2,823,194,0,378,0,197,484,0
723,357,0,503,789,666,0,859,604,75,2,618,382,0,392,0,197,484,0
734,433,0,771,940,568,0,99,0,75,2,640,459,0,394,0,197,484,0
699,137,0,615,785,993,0,536,0,75,2,454,611,0,396,0,197,484,0
741,510,0,28,928,161,0,859,0,75,2,74,477,0,509,0,197,484,0
736,465,0,432,759,831,955,536,604,75,2,670,751,0,582,0,197,484,0
728,400,0,391,713,509,0,859,0,75,2,280,986,0,626,0,197,484,0
711,256,0,432,188,819,0,463,604,75,2,842,552,0,666,0,197,484,0
722,354,0,69,0,44,0,58,0,75,2,263,873,0,685,0,197,484,0
715,306,0,209,789,41,0,631,604,75,2,824,873,0,685,0,197,484,0
720,329,0,133,703,902,0,631,0,75,2,892,501,0,723,0,197,484,0
729,404,0,341,181,749,0,859,0,75,2,400,792,0,758,0,197,484,0
724,359,0,543,424,109,0,463,0,75,2,601,792,0,758,0,197,484,0
725,364,0,974,165,326,0,729,604,75,2,724,792,0,758,0,197,484,0
688,75,0,625,269,765,0,536,0,75,2,434,38,0,123,612,197,484,0
731,423,0,87,627,25,0,729,0,75,2,935,38,0,175,612,197,484,0
732,424,0,18,904,327,0,631,0,75,2,948,38,0,175,612,197,484,0
733,427,0,876,861,23,0,631,604,75,2,242,331,0,175,612,197,484,0
686,53,0,45,607,567,0,631,0,75,2,89,298,0,229,612,197,484,0
683,34,0,133,779,429,0,971,0,75,2,106,298,0,229,612,197,484,0
685,44,0,538,282,523,0,536,604,75,2,918,491,0,312,612,197,484,0
718,316,0,421,969,157,0,799,0,75,2,229,38,0,175,675,197,484,0
735,456,0,133,218,300,0,799,0,75,2,153,38,0,123,678,197,484,0
704,190,0,18,391,251,0,859,0,75,2,585,38,0,123,686,197,484,0
689,82,0,140,372,806,0,799,604,75,2,793,491,0,312,689,197,484,0
721,341,0,825,372,74,0,920,604,75,2,135,38,0,175,691,197,484,0
716,309,0,299,0,290,0,631,0,75,2,182,435,0,867,731,197,484,0
737,467,0,273,206,560,0,436,0,75,2,944,435,0,867,735,197,484,0
705,200,0,974,872,17,0,536,604,75,2,179,873,0,685,792,197,484,0
738,477,0,74,705,337,0,0,0,75,2,631,38,0,123,796,197,484,0
682,32,0,736,697,413,0,463,0,75,2,255,38,0,123,820,197,484,0
695,102,0,858,885,827,0,631,0,75,2,191,901,0,45,834,197,484,0
701,157,0,524,726,981,0,859,0,75,2,855,298,0,229,842,197,484,0
691,91,0,45,682,962,0,536,0,75,2,96,530,0,323,848,197,484,0
681,25,0,572,972,276,0,859,0,75,2,605,491,0,312,855,197,484,0
708,217,0,69,874,167,0,631,0,75,2,374,298,0,229,857,197,484,0
713,274,0,734,448,781,0,536,0,75,2,614,38,0,123,872,197,484,0
700,148,0,684,632,447,0,463,0,75,2,195,658,0,742,888,197,484,0
739,493,0,974,266,447,0,631,604,75,2,195,658,0,742,888,197,484,0
730,408,0,590,432,2,0,631,0,75,2,275,611,0,396,990,197,484,0
740,497,0,78,884,88,0,31,0,75,2,587,459,0,394,992,197,484,0
698,126,0,907,770,350,0,203,0,75,2,517,782,0,422,975,975,484,0
702,163,0,78,771,231,0,920,0,75,2,977,38,0,123,0,976,484,0
76,97,0,563,939,837,0,365,997,0,949,668,290,0,719,906,0,640,0
836,406,0,379,683,629,0,436,0,75,2,790,166,0,645,0,197,641,0
849,153,0,195,556,102,0,799,0,75,2,47,477,0,509,0,197,644,0
850,339,0,804,150,990,0,436,0,75,2,355,837,0,593,0,197,644,0
223,15,0,229,827,551,0,281,604,75,2,474,211,0,801,970,197,647,0
854,470,0,825,573,802,0,920,604,75,2,665,792,0,758,0,197,648,0
170,450,0,229,0,762,0,799,604,75,2,450,762,0,677,0,197,650,0
856,161,0,503,573,426,0,242,604,75,2,70,837,0,593,0,197,651,0
857,435,0,682,904,266,0,463,0,75,2,194,658,0,742,0,197,651,0
858,474,0,3,898,986,0,463,0,75,2,706,658,0,742,0,197,651,0
115,367,0,156,0,936,0,339,0,0,2,961,769,0,357,0,0,657,0
863,174,0,590,968,790,0,463,0,75,2,372,792,0,758,905,197,659,0
873,374,0,575,683,28,0,920,0,75,2,402,637,0,540,0,197,660,0
895,210,0,185,342,771,0,729,0,75,2,33,705,0,564,0,0,662,0
83,269,0,477,940,110,0,365,604,75,2,787,249,0,787,0,0,666,0
26,201,0,590,177,487,0,398,0,75,2,95,602,0,953,0,197,668,0
5,12,0,140,388,464,955,199,604,0,2,467,777,0,835,0,197,670,0
90,176,0,763,516,422,0,99,0,0,2,365,249,0,782,0,0,671,0
92,328,0,971,389,240,0,357,604,75,949,482,249,0,791,952,197,672,0
211,271,0,996,975,462,0,631,0,75,2,382,567,0,670,712,197,673,0
133,453,0,974,322,283,0,323,604,75,2,795,204,0,941,0,197,674,0
295,479,0,474,607,452,0,254,604,0,2,693,789,0,958,0,197,675,0
220,291,0,750,395,806,0,281,0,75,2,449,872,0,625,702,197,676,0
139,335,0,153,508,220,0,323,0,75,2,41,330,0,942,910,197,677,0
298,293,0,119,628,558,0,254,604,75,2,76,148,0,444,0,197,679,0
231,206,0,872,881,23,0,281,0,75,2,805,178,0,718,898,0,680,0
235,186,0,45,209,354,0,281,0,75,2,890,589,0,983,0,197,681,0
24,459,0,532,0,599,0,398,604,75,2,415,590,0,916,784,976,684,0
129,242,0,286,573,547,0,323,0,0,2,113,718,0,830,0,197,685,0
163,209,0,483,880,99,0,309,0,75,2,261,249,0,791,0,963,686,0
108,4,0,484,491,299,0,339,0,0,2,416,212,0,436,0,940,687,0
187,503,0,78,516,170,0,300,0,75,949,373,269,0,464,794,197,689,0
77,507,0,754,537,711,0,365,0,75,2,470,828,0,777,0,0,690,0
116,355,0,656,538,573,0,339,0,75,949,273,997,0,427,977,950,692,0
18,513,0,142,285,116,0,398,0,75,2,565,332,0,366,0,197,695,0
53,188,0,78,150,152,0,380,0,75,2,184,357,0,908,713,197,696,0
249,415,0,824,830,643,0,281,0,75,2,259,332,0,370,0,940,697,0
127,340,0,74,632,65,0,339,0,75,2,896,205,0,970,908,197,699,0
28,390,0,172,423,480,0,215,0,75,2,204,566,0,27,835,184,700,0
381,385,0,819,0,389,0,426,0,75,2,24,759,0,933,767,197,702,0
476,401,0,888,566,259,0,209,0,0,949,717,149,0,939,914,197,704,0
587,414,0,780,459,257,0,188,604,75,949,564,377,0,274,0,973,706,0
10,413,0,185,864,38,0,398,0,75,2,156,590,0,918,785,961,707,0
185,182,0,656,606,738,0,300,0,75,2,673,740,0,351,0,197,708,0
12,420,0,38,751,272,0,184,0,0,949,963,561,0,915,703,934,709,0
673,140,0,229,0,350,0,446,0,75,2,964,729,0,413,0,0,710,0
188,198,0,656,885,765,0,281,0,75,2,399,357,0,908,714,191,714,0
173,365,0,206,441,619,0,309,0,0,2,216,280,0,471,0,0,715,0
892,29,973,795,342,298,0,99,0,75,2,167,901,0,56,0,0,716,0
54,491,0,88,445,437,0,380,604,75,2,469,559,0,728,0,0,717,0
175,445,0,22,814,146,0,463,0,75,2,478,130,0,966,0,197,718,0
56,405,0,325,493,25,0,380,0,75,2,20,32,0,938,0,197,719,0
125,446,0,324,275,698,0,339,604,75,2,118,371,0,976,971,184,720,0
143,135,0,820,414,159,0,323,604,75,2,792,655,0,347,0,0,721,0
177,386,0,35,600,341,0,211,604,75,2,723,985,0,936,0,197,722,0
63,205,0,601,784,897,0,631,0,75,2,366,558,0,26,0,0,724,0
279,426,0,468,877,826,0,281,0,75,2,690,210,0,16,815,195,725,0
382,98,0,583,631,976,0,422,0,75,949,465,26,0,716,0,0,727,0
180,416,0,558,277,487,0,281,0,0,2,71,690,0,846,961,197,728,0
212,223,0,889,789,985,0,281,0,75,2,73,473,0,979,923,0,729,0
42,411,0,964,286,487,0,380,604,75,2,217,602,0,953,0,197,730,0
288,196,0,213,463,160,955,254,604,0,2,906,249,0,797,0,957,731,0
106,152,0,253,717,131,0,339,604,75,2,558,775,0,684,0,0,732,0
508,158,0,652,830,389,0,426,0,75,2,708,435,0,873,768,197,733,0
215,132,0,825,426,266,0,231,604,75,2,709,529,0,322,0,197,734,0
140,371,0,376,0,580,0,323,0,75,2,798,7,0,998,0,197,736,0
862,286,0,177,936,205,0,224,0,0,2,769,571,0,345,0,940,738,0
117,263,0,311,342,726,0,339,0,0,2,704,249,0,791,954,197,739,0
171,317,0,486,997,736,0,309,0,75,2,995,556,0,948,0,197,740,0
864,13,0,967,150,22,0,242,604,75,2,773,137,0,780,0,184,741,0
79,218,0,844,0,801,0,357,0,0,2,898,249,0,794,0,197,742,0
80,338,0,374,0,853,0,365,0,75,2,760,590,0,918,777,0,743,0
189,476,0,43,306,969,0,300,0,75,2,78,703,0,986,0,197,747,0
307,439,0,273,516,170,0,254,0,0,2,241,332,0,366,0,197,748,0
309,118,0,391,783,617,0,254,0,75,2,122,401,0,275,0,952,751,0
57,208,0,449,342,91,986,380,604,75,2,867,137,0,779,0,197,752,0
